"Betweeness"	"Closeness"	"Degree"	"Eigenvector"	"Clustering_coefficient"
2.14434699110811	1.75682353100663e-08	0	-2.91632031238727e-08	0
1.30273919872161	-9.47347434112299e-08	-0.00999999999999979	-0.000633477444800866	0.00633333333333333
0.374896559827675	1.22037325297607e-08	0	-6.26159305869451e-05	0
2.90135679150346	1.18942867964546e-07	0	-6.27525683048843e-06	0
3.06776970938193	1.32625320016896e-07	0	-6.29006415105789e-07	0
2.65847015231066	1.14141547575126e-07	0	-6.31511974864067e-08	0
6.60006681514005	1.16026656862681e-07	0.00999999999999979	-6.97192132948871e-09	0
0.52404577334346	-7.31417754324965e-10	-0.00999999999999979	-0.000624743532178315	0
-0.0197562542314671	-4.19812886675599e-08	0	-6.29187273979389e-05	0
-1.67326614763306	1.38506318161664e-08	0	-1.03605904256876e-05	0
0	-4.46006627215082e-08	-0.00999999999999979	-3.29796802553126e-05	0
2.65529613192109	1.81084012088387e-08	0	-0.000270974197708925	0
-3.93334374866663	1.92716913694629e-08	-0.0199999999999996	-0.00163056806886133	0
0.132478781229246	1.6315086649488e-08	0	-0.0016863619364206	0.0933333333333333
5.16617290413024	3.41052800828219e-10	0.00999999999999979	-0.0103427689381575	0.26
-4.35012226006393	1.71765202184421e-08	0	-0.00279264726517498	0.0866666666666667
-9.47242337524131	7.36267800148364e-09	0	-0.00211857869645745	0.00333333333333333
0	6.76667948428899e-09	0	-0.000266792439673013	0.253333333333333
4.37966622355867	2.01216665917758e-08	0.0599999999999996	-3.6117616417456e-05	0.0866666666666667
-7.1601155929452	8.59303409594188e-09	0	-1.26327226256857e-05	0.233333333333333
-3.78254691946051	9.08111394881585e-09	0.0199999999999996	-1.54609496223551e-06	0.0766666666666667
0.216695760876195	8.92633783799697e-09	0.0199999999999996	-7.78522664361576e-07	0.163333333333333
-0.626345195405747	1.86187091992833e-08	0	-2.72920285821331e-06	0.156666666666667
-5.69940977084229	1.22140908119452e-08	-0.00999999999999979	-2.5320023413005e-06	0.08
0	1.1950388343311e-08	0	-6.46200897866738e-06	-0.0366666666666667
-0.921889330812689	1.19599345840349e-08	0	8.92747688847626e-06	-0.07
-0.85533019558757	1.02676427511097e-08	0	1.13796160229215e-06	0
0.0665591352252086	7.4445580384438e-08	0	2.10212734374608e-06	0
0.921889330812746	8.58891983093952e-08	0	1.96035367698992e-05	0
1.58372468587004	1.00759028229811e-07	0	0.000191488793948725	-0.0456666666666667
-0.346267814617249	2.98848121359631e-08	0	-6.59930414470479e-06	-0.014
10.1816129174576	3.63626865377013e-08	0.00999999999999979	0.000168307847743054	0.0516666666666667
0.174667405783794	3.15780780550429e-08	0	0.000539695245789054	0.062
1.02115894916642	3.98321214797035e-08	0	4.12449135881335e-05	0
2.68731741737986	2.96570162805964e-08	0	-0.000123938342282767	0.0296666666666667
-7.36258823909702	2.90164381207985e-08	-0.0199999999999996	-0.00367068503934891	-0.0244761904761905
0	2.50483820024387e-08	0	-0.000605894997480916	-0.31
4.04373207571169	6.47775878451922e-08	0	-0.00233591368029157	-0.095
10.7477529898953	-2.58588793132519e-07	-0.0499999999999998	-0.000701775061394747	0.0556666666666667
3.55597090928797	5.83260707167786e-08	0	-0.000137756997377546	0
35.9999681442782	7.15208254718682e-08	-0.0600000000000005	-0.002344122695893	0
-55.6995935906325	-1.69864366354267e-08	-0.04	-0.00476537307936736	0.0666666666666667
45.4891317409565	4.57044036958581e-08	-0.0199999999999996	-0.0179953335090844	0.0276666666666667
10.6608439029096	1.03795923913415e-07	-0.0500000000000007	-0.117145630129737	-0.0166666666666667
-42.6318667254964	5.0888200764051e-08	0	-0.192583726640706	-0.148333333333333
0.214605341111792	3.82125495747309e-08	-0.0299999999999994	-0.0790438967505655	-0.069
-4.15817812613898	-2.35853198364186e-08	-0.0199999999999996	-0.0845832543586205	-0.07
-1.20988516516445	4.07588623161726e-08	-0.00999999999999979	-0.154934310932736	0.0666666666666667
-4.21430002856869	3.85383421311293e-08	-0.0199999999999996	-0.0942006374424064	0.0666666666666667
2.02322329116612	2.12099002479043e-08	0	-0.0366676839626494	0.041
-1.82024132719187	-2.8398338777091e-08	0	-0.014312511269581	0.035
-0.912214995436671	2.4592431103603e-08	0	-0.00682280200097858	0.03
-11.5987006794126	1.65810225006007e-08	-0.00999999999999979	-0.00641908789421179	0.0173333333333333
-0.120163314758315	1.70034304958742e-08	0	-0.000660561850586532	0.00333333333333333
-0.0415822247598854	1.52164525196643e-08	0	-7.49012219718267e-05	0
0.0785810899984121	3.88845551024797e-08	0	-9.41723465500117e-05	0
0.338804685288039	4.61916853277593e-08	0.00999999999999979	-0.000874110276866589	0
-0.00711177107916328	2.06155837526088e-08	0	-0.000319974184476571	0
0.148353886532703	3.43034939530253e-08	0	-0.000167849462674358	0
2.09030956997958	4.09086646726729e-08	0.00999999999999979	-3.60412282832152e-05	0
-0.0787884796507967	8.92798124519278e-08	0	-2.55772090785082e-05	0
0.81452621146028	1.08224553813037e-07	0.0300000000000002	-0.000185865428068833	0.0116666666666667
1.59558358690879	9.49156433341467e-08	-0.00999999999999979	-0.00165535348674121	0.0183333333333333
4.06471837242316	1.0699122743313e-07	0	-0.00300634100193666	-0.0253333333333333
0.272787986163482	9.69334230941287e-08	0.0199999999999996	-0.00188951683371493	-0.01
0.056500934758219	9.60023307478117e-08	0	-0.0095294769831573	0.131666666666667
4.71143486817391	1.04667856683731e-07	0	-0.0522258784773105	0.036
-2.4279415662777	1.0930686959005e-07	0	-0.0403270223224649	0.0616666666666667
0.274999239491915	9.80663118699471e-08	0.00999999999999979	-0.00711148164031929	0.12
0.845427952662249	1.00908498211748e-07	0	-0.00916897859256199	0.0796666666666667
1.59880381939689	8.32656803389001e-08	-0.00999999999999979	-0.00200032738471024	0.0483333333333333
0.955576516839642	1.10190281648508e-07	0.0199999999999996	-0.000602867202229508	0
0.914909850173132	9.21458629396586e-08	0	-6.01543705326312e-05	0
-0.0334510090814018	6.04628119144394e-08	0	-6.57244600007394e-06	0
-0.948360859254507	7.09295092080921e-08	0	-6.08821639712731e-06	0
-0.914909850173103	8.47383863134313e-08	0	-5.4770800554646e-05	0
7.46169230941473	1.02881470835702e-07	0.00999999999999979	-0.000545747609996878	0
50.7733754051733	1.19953836166711e-07	-0.0199999999999996	-0.00126953017120281	0.0103333333333333
25.0125123487979	5.74244705812727e-08	0	-0.00203978949000921	0
98.8141107913561	1.31404967591148e-07	0.00999999999999979	-8.20068862183627e-06	0
0.0213013802622498	7.03783133926749e-08	0.00999999999999979	-5.00969164578328e-05	0
-132.207202367776	5.59148004672014e-08	0.0700000000000003	-0.000496637087838337	0.13
-185.088564128811	3.98472157201227e-08	0.0199999999999996	-0.00104054170742859	0.143333333333333
126.276317354888	2.79299127309241e-07	0.00999999999999979	-0.00292121527874094	0.0546666666666667
24.0576153307048	3.38161807016742e-07	0.0499999999999998	-0.00101502215787511	0.015
-77.735675885504	2.24197696512972e-08	0	-0.00616934960464887	0.0079047619047619
1.8775127799081	4.77494396208572e-08	0	-0.0165936384923421	0.00976190476190476
5.09163741446298	4.2690864673206e-08	0	-0.00976766438274034	0.0516666666666667
1.90398394708768	2.61520556755893e-08	0	-0.00479147082242466	0.0666666666666667
-5.55499033579099	2.31531953720065e-08	0	-0.00479290934715368	0.041
-1.77049626207372	2.76520053560012e-08	0	-0.00147630579500523	0.032
0.993444285164259	2.2576585253088e-08	0	-0.000611396196133099	0.05
-1.26027271441399	9.10751128191997e-09	0	-0.00025487278445576	0.0666666666666667
-13.7008059379982	8.65077549459976e-09	-0.00999999999999979	-0.00016312262074875	0.0166666666666667
0.718792998959998	1.90146665136372e-08	0	-4.90779171579651e-05	0.0333333333333333
0.00166666666666665	1.72485346236506e-08	0	-6.52604613553708e-07	-0.29
-0.718792998959998	-1.11085675965467e-08	-0.00999999999999979	-5.20674524565575e-06	-0.06
-15.0495219411396	4.06563825498547e-09	0	-1.36995711329289e-06	-0.276666666666667
0	2.60015347049018e-09	0	6.50287990487893e-12	0
-15.5711947485697	2.85051117508272e-09	0	7.49677653968689e-13	0
-15.540541552185	9.78196288114455e-09	0	3.72071378716147e-05	0
-13.1376166593554	2.24095843005952e-07	0	0.000336978030188556	0
-1.25302728738501	1.62187867672756e-08	0	0.00246630593532692	0
52.1785500967108	2.72663635848071e-07	0	0.0154336211515428	-0.103333333333333
-66.3469422147846	1.93837792042992e-08	0	0.245143608465488	0.116666666666667
-2.43904804287831	1.78086102445415e-08	0	0.0621952562459511	-0.103333333333333
-1.90684188800628	1.43931288247719e-08	0	0.0557273720576958	-0.03
-1.37911731602321	3.16521252020376e-08	0	0.0168180251136447	-0.03
-3.12793504526439	2.95031827273059e-08	0	0.00764874662742425	-0.103333333333333
-0.751876892168639	3.56397756910926e-08	0	0.00258497834465838	0
-1.80287997922278	3.15653249414007e-08	0	0.0010279958524202	-0.27
-8.6472762935332	3.1535522835495e-08	-0.00999999999999979	0.000589568760067898	0.01
0.601073962096776	3.1369152848562e-08	0	0.000101936427964261	0
2.27975387716615	2.31646871779671e-08	0	0.000354192117440977	0
1.10850332240261	1.00576453520256e-07	0	6.38358821745008e-05	0
4.74893777207387	1.0702465293966e-07	0	8.32825028636295e-06	0.0133333333333333
-0.214414768660845	1.03299738825471e-07	0	2.28325701494197e-06	0.00333333333333333
5.227198098744	8.9671104042989e-08	0	7.77463225660712e-07	-0.0866666666666667
-1.10470521231946	-7.03382771725675e-08	-0.00999999999999979	2.56398045443531e-07	-0.08
-0.0208333333333335	-6.03429541491522e-08	0	2.2723130429495e-08	0
1.08387187898609	2.37832691343223e-08	0	2.08589005053697e-07	-0.31
1.60565741655682	2.75260306264384e-08	0.00999999999999979	8.57389020079259e-06	-0.103333333333333
-5.0987126402963	2.47080944220713e-08	-0.00999999999999979	2.12697847299401e-06	-0.0416666666666667
0	2.37258368183935e-08	0	-8.44779127391118e-07	0
-5.21950542116247	2.76510849449828e-08	0	-8.70883203775806e-06	0
0.000179036949468525	2.66657339755721e-08	0	-9.1618444278217e-06	0
-1.35683205089663	1.14165829942395e-08	0	-2.32234188633416e-05	0
-0.404987471987425	1.29543464829154e-08	0	-4.41019283341567e-06	0
-1.6885626761391	1.35661741366955e-08	0	-4.71163286783956e-05	0
-5.38625152763007	1.45461518992625e-08	0	-2.37100160237678e-05	0
-1.78724231104832	3.27761620966868e-08	0	-3.25605037469082e-05	0
4.77164750953494	4.625857643521e-07	0.0199999999999996	3.12834717233967e-06	0
0	3.86957938536552e-07	0	3.14518773549632e-06	0
-2.43272595084372	2.72156832438529e-08	0	3.03444888696364e-05	0.00666666666666667
0.00704669694431104	2.679433673509e-08	0	7.51321999357855e-06	0
0.00704669694431104	2.679433673509e-08	0	1.28451890171677e-05	0
-0.00887828820677861	1.03740786587775e-08	0	2.30221379966518e-05	0
0.0139127305710218	8.93104985715616e-09	0	2.16219818698855e-06	-0.00833333333333333
-0.225739206458456	6.60141715317958e-09	0	4.81333860729586e-06	0.156666666666667
-0.311165478255361	5.74085587542409e-09	0	-5.46109230302507e-07	0
-0.385017641784202	5.39975864881554e-09	0	-5.93720708862557e-08	0
-0.174906591290664	6.03033461233087e-09	0	3.30172408737501e-07	0
0.0560223865363696	2.17020674771304e-08	-0.0199999999999996	1.73479654025145e-06	0
0.064458628264469	2.40685894081587e-08	0	1.37375254804398e-05	0
0.0553785103785103	2.32647177221719e-08	-0.00999999999999979	3.42362247284767e-05	0
0.065617964008517	2.49605393333734e-08	-0.00999999999999979	4.71921259150819e-05	0
-0.0308970460905016	2.05888838703135e-08	0	4.24145177750756e-05	0.0833333333333333
0.000499999999999945	1.76201031478905e-08	0	2.49663301760084e-05	0.31
0.0768257549097484	2.45165202186575e-08	0	1.64549686328176e-05	0.03
2.30637323700466	2.90068974329245e-08	0	8.4642858332166e-05	0.00557142857142857
-5.30979261140703	1.96002724981857e-08	-0.0399999999999991	0.000113538889575011	0.00166666666666668
3.86427106293195	2.79930771563341e-08	0	0.000216833078620596	0.0146666666666667
-0.395424971673947	2.78940836939267e-08	0	0.000299444610813843	-0.00899999999999999
-0.58816084627864	2.84578484006383e-08	0	0.000195329075345192	0
-3.22070586542156	2.45055969010007e-07	0	0.000181395102029369	0
0	2.9806958626934e-07	0.00999999999999979	5.31197937910699e-05	0
0.314249169684487	2.20799725749945e-07	0	0.000369505252564207	-0.243333333333333
1.14149091153971	1.28910184714608e-08	0.0199999999999996	0.000499234291001371	0.018
6.36788028025524	2.5716996028625e-07	0	0.00276170379423277	0.00166666666666668
0.114275135838675	1.53378760566337e-08	0.00999999999999979	0.00422787273642254	0
16.5366496562289	2.86730621999319e-07	0	0.0325519836949614	-0.062
157.934778494449	3.22066857851857e-07	0	0.0336118855009299	-0.0233333333333333
-1.3331210266484	3.35279589341577e-07	-0.00999999999999979	0.00805292803980479	0
198.908048051858	4.42235713291571e-07	0.0399999999999991	0.000430928703216352	0.00333333333333333
13.5180391564761	3.87542035713048e-07	0	0.000243009321632856	0.007
-19.1338416742938	1.66614074956477e-08	0	3.86173997601776e-05	0.005
4.1070162595197	1.67354916635388e-08	0	5.02685973040578e-05	0.0123333333333333
-29.6999532361997	1.60926528987347e-08	0	-0.000111337183967166	0
-1.23738258190792	3.32986204689876e-08	0	-8.02669412745322e-05	0
-11.5710509932546	1.12944378378641e-08	0	-5.25759254888308e-05	0
-0.896673271260966	2.739778698745e-08	0	-3.49358523969448e-05	0
-2.13997347685404	1.15713156058372e-08	0.00999999999999979	-5.63905885886638e-06	0
-2.19664014352065	8.92171821202615e-09	0	-1.2041404787067e-07	0
-2.21164014352064	6.90785551441084e-09	0	-2.75958474786272e-08	0
-0.0341666666666667	2.49666943275581e-08	0	-2.88938524947802e-09	0
2.16747347685398	1.611273342634e-07	0	-1.51698574995859e-09	0
2.19664014352065	1.88224914264654e-07	0.00999999999999979	-1.24293042023213e-08	0
-7.93083333333334	3.4155094953502e-08	0	-9.32629349228906e-08	0
2.35501050221001	4.25352027963986e-08	0.0300000000000002	-1.0765914156984e-06	0
-0.246346605600394	2.63874496139532e-08	0	-2.36543905584248e-06	0
5.4663287585154	1.14161647862419e-07	0.00999999999999979	-6.87557668425788e-06	0
1.93487428668143	1.114880360792e-07	0	-5.37744240468284e-06	0
13.5678446776637	1.35110523857547e-07	0.00999999999999979	-2.42584234931734e-05	0
-6.12744671334713	1.64730959640235e-08	0	-8.25941490356273e-05	0
-533.165858614608	1.97282165082815e-08	0.00999999999999979	-0.000408179773962216	0
392.343114141774	4.35978745087274e-07	0.0300000000000002	-2.3000216646631e-05	0
-177.090957482698	1.79862309951416e-08	0	5.34521896864601e-05	0
3.11955122011159	1.47511650858113e-08	-0.00999999999999979	0.000292178887210382	0.005
-139.53140557587	2.67826554485096e-08	0.0199999999999996	0.00202257026412491	0.0133333333333333
-0.482821085379555	1.247525586133e-08	0	0.00508544659272282	0.015
2.37675116622506	1.30431011447385e-08	0	0.00103332409325082	0.01
4.51380909715408	2.27454454838991e-08	0	0.000295778000109855	0.00333333333333333
3.38245236777107	9.9247792063981e-09	0	0.000140277468729457	0
-0.0374060287135762	2.61024097702285e-08	0	0.000308498987099795	0
-0.0387181887758743	2.21963138983725e-08	0	5.81518833794328e-05	0
-0.0387181887758743	1.91056472938114e-08	0	5.33946305614179e-07	0
-0.0387181887758743	1.66182801693662e-08	0	5.08473227326087e-08	0
-0.0387181887758743	1.45964257078162e-08	0	4.84215353298337e-09	0
-0.0387181887758743	1.29222997046527e-08	0	4.61114711748579e-10	0
-0.0387181887758743	1.15205051463732e-08	0	4.39116156429607e-11	0
-0.0387181887758743	1.03407467113323e-08	0	4.18167435675849e-12	0
-0.00832622279681061	1.05367839062188e-08	0	3.98224555367567e-13	0
0.0303919659790495	1.26982288237978e-08	0	3.79282115422711e-14	0
0.0387181887758743	1.4175271567554e-08	0	3.61624253256731e-15	0
0.0387181887758743	1.5930840752777e-08	0	3.32137622109359e-16	0
0.0387181887758743	1.80339472633613e-08	0	4.10458413775585e-17	0
0	1.79799990186725e-08	0	-3.53784675719926e-17	0
0.0387181887758743	2.05754408171379e-08	0	-3.84468648616975e-17	0
0.0387181887758743	2.36855948782422e-08	0	-2.08130747338287e-17	0
0.0387181887758743	2.75581743623807e-08	0	-3.98624919676759e-17	0
0	2.7445035762682e-08	0	-2.72519870493486e-13	0
-0.0292051100309436	3.24498747209065e-08	0	-1.3729693610608e-12	0
0.199243454472935	3.48277136522502e-08	0	2.01319628373983e-07	0
-0.0679232988067398	3.75971801013083e-08	0	1.06712476748762e-05	0
-1.69427226956577	3.87130161445554e-08	0	8.50828979397867e-05	0
-3.40607773998727	4.1347534695651e-08	0	0.000263975013506247	0
-0.557736357968963	3.98246182278317e-08	0	0.00127652253829591	-0.00333333333333335
-0.381146414488455	3.64056302882534e-08	0	0.000137214470669815	0
-0.386683441563378	3.63572290234323e-08	0	0.000573079271447344	0
-0.0050453986264074	2.76922747626527e-08	0	0.000632895068692192	0.1
-0.00504539862646425	2.36376646556801e-08	0	0.000480265491990357	0.3
-0.00504539862644293	2.04124859985808e-08	0	1.0442033457465e-06	0
0	2.21147399907232e-08	0	1.00514778201144e-07	0
0.00504539862646425	2.55005774512762e-08	0	2.10754645591628e-08	0
0.0050453986264074	2.97399734989481e-08	0	1.23059143232622e-07	0
0.134633824388402	3.51316151152184e-08	0	0.000447599070945313	0
0.598966738638751	3.26204214833015e-08	0	0.00155059241046378	0
1.32005490341771	4.19526766785069e-08	0	0.00297680153956024	-0.00166666666666668
-1.54640003671784	3.68863902442144e-08	0	0.00438128992866185	0.0186666666666667
-3.93777066859548	4.6052367153656e-08	0	0.00349703841778968	-0.00133333333333333
-2.40857381568685	4.12148369729136e-08	0	0.0037180577758004	-0.00166666666666668
-16.5993938867759	3.98772194567056e-08	0	0.00180712901728262	-0.00333333333333335
-3.78703863262808	4.07117002864115e-08	0	0.000351570478608471	0
0.00567757242757239	3.34741501916889e-08	0	0.000378780315125533	0
0	3.06190136278026e-08	0	2.39264795705926e-07	0
-0.00567757242760081	3.60315019530891e-08	0	-1.2038758553707e-06	0
-55.7752242066417	4.42404512630552e-08	0	4.17596266468352e-05	0
151.473821597483	3.55645939339945e-07	0.04	2.85439995836151e-06	0
-0.0878241431770839	2.71118956082274e-07	0	-8.2579633594819e-06	0
7.88355470107035	1.35462992785506e-07	0.00999999999999979	-4.38164203897661e-05	0
-3.72461820519379	1.10955300124701e-07	0	-8.76820086911251e-06	0
-3.73461820519356	9.28200314815057e-08	0	3.3804934243513e-08	0
-3.56706572936667	8.05867472431171e-08	0	-1.98721270192203e-10	0
-0.971090676320102	9.57593360481461e-08	0	-2.03193369916229e-11	0
2.59097505304656	3.09873697028774e-07	0.00999999999999979	-5.91993819054186e-12	0
-3.19643583543944	1.93723975024329e-07	0	-3.93088419290485e-11	0
3.73461820519356	2.27904336927659e-07	0.02	5.84477348160554e-09	0
-9.11695866394643	9.85145624960988e-08	0.00999999999999979	2.84315544419831e-08	0
15.9786950042062	1.15780008930921e-07	0.00999999999999979	2.73673601286436e-07	0.00933333333333333
0	9.66701879664771e-08	0	3.98126688156932e-08	0
0.464489643908124	1.05632245673675e-07	0	7.43714701736933e-07	0.3
0	3.15758797540127e-08	0	7.07234894378831e-07	0.3
4.74572825192058	3.78487767698833e-08	0.00999999999999979	5.26661290004041e-06	0.0983333333333333
-2.13866486114625	3.64698606228461e-08	0	0.000634761609208511	0
-4.88066905295318	3.71530858666149e-08	0	0.00109967230603095	0
-4.42107812925087	3.88255065823643e-08	0	0.00355926573797052	0.00166666666666666
-0.673931214005961	3.74052354887874e-08	0	0.00705580125252748	0
-1.74299067900938	3.45252272787361e-08	0	0.00991794411111627	-0.00833333333333333
1.00006355426376	1.63415151979924e-08	0	0.00936497055868077	-0.006
0.858465415642172	1.59603065158043e-08	0	0.00543707185972761	0
-0.0215387356865904	1.62153588124426e-08	0	0.0056872703087162	0
-0.0589932686343673	1.54511668509956e-08	0	0.000504517279176384	0.00566666666666667
0	1.34692359641457e-08	0	9.7834118924073e-05	0
0	1.18356312557707e-08	0	-1.23683018558491e-09	0
0	1.04738975487747e-08	0	-1.23957035765623e-10	0
0	9.32739585194449e-09	0	-1.24231554952672e-11	0
0	8.35345428319332e-09	0	-1.2450611688783e-12	0
0	7.51943669648398e-09	0	-1.24773402481995e-13	0
0	6.80004307929746e-09	0	-1.24968264332342e-14	0
0	6.17541985931569e-09	0	-1.24706942166237e-15	0
0	5.62981404393257e-09	0	-1.15638349418026e-16	0
0	5.15059952739365e-09	0	-8.84304307688891e-18	0
0	4.72756251309356e-09	0	1.19433031338298e-18	0
0	4.35237019883773e-09	0	-1.46103484485666e-17	0
0	4.01817095606804e-09	0	-3.75674345203431e-17	0
0	3.68547359768994e-09	0	-3.4321499926484e-17	0
0	3.71841722105089e-09	0	5.52532411586043e-18	0
0	3.44865639275154e-09	0	-1.31894472215203e-17	0
0	3.20582296528592e-09	0	5.36472584645933e-18	0
0	2.98650636566897e-09	0	6.31390272955345e-18	0
0	2.78781576793505e-09	0	6.04936383587788e-18	0
